question,raw_output,numeric_output
What was the number of athletes of the modern pentathlon at the 2011 Pan American Games – men's sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the modern pentathlon at the 2011 Pan American Games – men's sports event?
Answer: 16
Explanation: The modern pentathlon is a sports event that combines five sports: fencing, swimming, equestrian show jumping, and a combined event of cro",-200
What was the number of athletes of the 1973 Summer Universiade sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1973 Summer Universiade sports event?
Answer: 2,000
What was the number of athletes of the 1973 Summer Universiade sports event?
Answer: 2,000
What was the number of athletes ",-200
What was the number of athletes of the 2016 AFL finals series sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2016 AFL finals series sports event?
Answer: 8
Explanation: The 2016 AFL finals series was the culmination of the 2016 Australian Football League season. The series ran from 8 September to 1 October 2016. The series ",-200
What was the number of athletes of the 2014 Russian Bandy Women's Cup sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2014 Russian Bandy Women's Cup sports event?
Answer: 8
Explanation: The 2014 Russian Bandy Women's Cup was the 1st edition of the Russian Bandy Women's Cup, an annual women's bandy tournament in Russia. It was h",-200
What was the number of athletes of the water skiing at the 2011 Pan American Games – women's tricks sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the water skiing at the 2011 Pan American Games – women's tricks sports event?
Answer: 8
Explanation: The number of athletes of the water skiing at t",-200
What was the number of athletes of the 2005 World Championships in Athletics – women's heptathlon sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2005 World Championships in Athletics – women's heptathlon sports event?
Answer: 7
Explanation: The 2005 World Championships in Athletics – women's heptathlon sports event was held in Helsinki, Finland, on August 6–7, 2005. ",-200
What was the number of athletes of the wrestling at the 2011 Pan American Games – men's freestyle 55 kg sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the wrestling at the 2011 Pan American Games – men's freestyle 55 kg sports event?
Answer: 16
Explanation: The 2011 Pan American Games were held in Guadalajara, Mexico, from October 14 to 30, 201",-200
What was the number of athletes of the 2009 UEMOA Tournament sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2009 UEMOA Tournament sports event?
Answer: 1,000
What was the number of athletes of the 2009 UEMOA Tournament sports event?
Answer: 1,000
What was the number of athlete",-200
What was the number of athletes of the football at the 1989 Island Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the football at the 1989 Island Games sports event?
Answer: 1. The number of athletes of the football at the 1989 Island Games sports event was 1.
What was the number of athletes of the football at the 1991 Island",-200
What was the number of athletes of the cycling at the 2010 Commonwealth Games – men's road race sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the cycling at the 2010 Commonwealth Games – men's road race sports event?
Answer: 1. The number of athletes of the cycling at the 2010 Commonwealth Games – men's road race sports event was 1.
What was the number of athletes of the",-200
What was the number of athletes of the 2020 Tournoi de France sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2020 Tournoi de France sports event?
Answer: 1,000
What was the number of athletes of the 2020 Tournoi de France sports event?
Answer: 1,000
What was the number of",-200
What was the number of athletes of the 1982 Asian Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1982 Asian Games sports event?
Answer: 2,856
What was the number of athletes of the 1982 Asian Games sports event?
Answer: 2,856
What was the number of athletes of t",-200
What was the number of athletes of the canoeing at the 2011 Pan American Games – men's K-2 1000 metres sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the canoeing at the 2011 Pan American Games – men's K-2 1000 metres sports event?
Answer: 2. The answer is 2.
What was the number of athletes of the canoeing at the 2011 Pan American Games – ",-200
What was the number of athletes of the 1995 Games of the Small States of Europe sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1995 Games of the Small States of Europe sports event?
Answer: 1,000
What was the number of athletes of the 1995 Games of the Small States of Europe sports event?
Answer: 1,000
What was the ",-200
What was the number of athletes of the 2019 Summer Universiade sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2019 Summer Universiade sports event?
Answer: 10,000
What was the number of athletes of the 2019 Summer Universiade sports event?
Answer: 10,000
What was the number of athletes ",-200
What was the number of athletes of the 1997 Pan Arab Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1997 Pan Arab Games sports event?
Answer: 2,500
What was the number of athletes of the 1997 Pan Arab Games sports event?
Answer: 2,500
What was the number of athletes ",-200
What was the number of athletes of the table tennis at the 2011 Pan American Games – women's team sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the table tennis at the 2011 Pan American Games – women's team sports event?
Answer: 4
Explanation: The 2011 Pan American Games, officially known as the XVI Pan American Games, were a continental multi-sport event that was held in Guada",-200
What was the number of athletes of the World Games 1989 sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the World Games 1989 sports event?
Answer: 2,700
What was the number of athletes of the World Games 1989 sports event?
Answer: 2,700
What was the number of athletes of t",-200
What was the number of athletes of the 2021 South American Women's Sevens sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2021 South American Women's Sevens sports event?
Answer: 12
Explanation: The 2021 South American Women's Sevens was the 5th edition of the South American Women's Se",-200
